age,tenure,monthly_charges,num_products,support_calls,churn,charge_per_tenure,support_intensity,is_high_value
22,23,69.43,2,4,0,2.892916666666667,0.16666666666666666,0
38,68,117.72,2,5,1,1.7060869565217391,0.07246376811594203,1
68,56,43.64,2,5,0,0.7656140350877193,0.08771929824561403,0
33,37,24.91,2,5,0,0.6555263157894737,0.13157894736842105,0
24,67,35.36,3,9,1,0.52,0.1323529411764706,0
43,31,26.33,2,8,1,0.8228125,0.25,0
44,10,39.51,3,2,0,3.591818181818182,0.18181818181818182,0
52,3,76.86,2,3,1,19.215,0.75,1
34,67,111.24,2,6,1,1.6358823529411763,0.08823529411764706,1
67,69,73.72,1,4,0,1.0531428571428572,0.05714285714285714,1
45,53,82.6,3,4,0,1.5296296296296295,0.07407407407407407,1
32,8,40.19,4,1,0,4.4655555555555555,0.1111111111111111,0
67,21,100.06,4,2,1,4.548181818181818,0.09090909090909091,1
66,3,81.78,2,7,1,20.445,1.75,1
43,4,69.43,2,8,1,13.886000000000001,1.6,0
19,18,114.88,3,7,1,6.046315789473684,0.3684210526315789,1
49,41,54.79,3,3,0,1.3045238095238094,0.07142857142857142,0
46,5,29.06,1,1,0,4.843333333333333,0.16666666666666666,0
25,70,42.59,3,1,0,0.5998591549295775,0.014084507042253521,0
50,33,63.78,1,3,0,1.8758823529411766,0.08823529411764706,0
61,19,69.43,1,5,0,3.4715000000000003,0.25,0
23,37,57.83,3,8,1,1.5218421052631579,0.21052631578947367,0
55,57,97.08,1,8,1,1.6737931034482758,0.13793103448275862,1
25,23,74.05,2,0,0,3.0854166666666667,0.0,1
56,4,69.43,3,7,1,13.886000000000001,1.4,0
39,4,52.07,3,2,1,10.414,0.4,0
18,61,85.32,2,1,0,1.3761290322580644,0.016129032258064516,1
68,8,87.29,1,5,1,9.69888888888889,0.5555555555555556,1
26,46,63.48,4,0,0,1.3506382978723404,0.0,0
48,28,42.86,4,3,0,1.4779310344827585,0.10344827586206896,0
27,56,92.19,4,5,1,1.6173684210526316,0.08771929824561403,1
66,5,36.89,3,2,0,6.148333333333333,0.3333333333333333,0
56,64,113.67,2,5,1,1.7487692307692309,0.07692307692307693,1
59,50,38.79,4,4,0,0.7605882352941177,0.0784313725490196,0
40,32,30.73,2,7,1,0.9312121212121213,0.21212121212121213,0
42,15,69.76,1,1,0,4.36,0.0625,1
50,70,71.95,4,0,0,1.013380281690141,0.0,1
58,22,70.82,2,5,1,3.0791304347826083,0.21739130434782608,1
62,35,63.67,4,2,0,1.7686111111111111,0.05555555555555555,0
18,28,119.48,2,7,1,4.12,0.2413793103448276,1
52,17,68.63,4,0,0,3.8127777777777774,0.0,0
23,30,67.79,3,5,1,2.1867741935483873,0.16129032258064516,0
32,11,62.18,2,9,1,5.181666666666667,0.75,0
61,1,26.68,2,0,0,13.34,0.0,0
31,21,79.3,4,3,1,3.6045454545454545,0.13636363636363635,1
59,8,42.8,1,8,1,4.7555555555555555,0.8888888888888888,0
42,30,83.76,2,5,1,2.701935483870968,0.16129032258064516,1
30,62,25.08,2,1,0,0.39809523809523806,0.015873015873015872,0
35,12,118.14,3,2,1,9.087692307692308,0.15384615384615385,1
45,1,66.9,2,7,1,33.45,3.5,0
57,8,109.68,3,8,1,12.186666666666667,0.8888888888888888,1
49,37,67.56,2,3,0,1.7778947368421054,0.07894736842105263,0
66,20,26.03,1,4,0,1.2395238095238095,0.19047619047619047,0
63,35,69.43,1,7,1,1.9286111111111113,0.19444444444444445,0
57,3,84.82,3,1,1,21.205,0.25,1
49,24,98.18,2,2,0,3.9272000000000005,0.08,1
33,30,62.82,2,7,1,2.0264516129032257,0.22580645161290322,0
39,31,83.79,3,1,0,2.6184375,0.03125,1
24,40,105.62,2,7,1,2.57609756097561,0.17073170731707318,1
37,56,83.11,2,4,0,1.4580701754385965,0.07017543859649122,1
66,34,54.77,1,9,1,1.564857142857143,0.2571428571428571,0
40,60,86.25,2,0,0,1.4139344262295082,0.0,1
23,38,87.19,3,9,1,2.2356410256410255,0.23076923076923078,1
51,19,116.06,3,2,1,5.803,0.1,1
68,17,69.43,4,0,0,3.8572222222222226,0.0,0
63,23,62.51,4,7,1,2.6045833333333333,0.2916666666666667,0
32,43,101.21,1,5,1,2.300227272727273,0.11363636363636363,1
41,18,70.58,2,8,1,3.714736842105263,0.42105263157894735,1
45,65,93.66,2,1,0,1.419090909090909,0.015151515151515152,1
30,35,65.97,3,0,0,1.8325,0.0,0
31,62,41.55,2,5,0,0.6595238095238095,0.07936507936507936,0
30,49,94.52,4,8,1,1.8903999999999999,0.16,1
69,24,33.12,2,4,0,1.3248,0.16,0
56,17,39.86,3,7,1,2.214444444444444,0.3888888888888889,0
61,53,82.68,1,9,1,1.5311111111111113,0.16666666666666666,1
60,24,94.73,4,8,1,3.7892,0.32,1
67,18,109.47,4,5,1,5.761578947368421,0.2631578947368421,1
23,67,47.26,4,6,0,0.695,0.08823529411764706,0
63,35,31.07,2,5,0,0.8630555555555556,0.1388888888888889,0
21,4,115.6,1,6,1,23.119999999999997,1.2,1
42,36,35.44,3,5,0,0.9578378378378378,0.13513513513513514,0
48,33,39.77,2,5,0,1.1697058823529414,0.14705882352941177,0
36,62,49.13,4,4,0,0.7798412698412699,0.06349206349206349,0
25,51,72.94,3,6,1,1.4026923076923077,0.11538461538461539,1
27,14,108.28,3,7,1,7.218666666666667,0.4666666666666667,1
60,11,96.05,4,9,1,8.004166666666666,0.75,1
34,43,90.82,4,6,1,2.064090909090909,0.13636363636363635,1
34,4,37.52,2,1,0,7.5040000000000004,0.2,0
66,23,55.77,1,5,1,2.32375,0.20833333333333334,0
25,10,67.84,1,3,1,6.167272727272728,0.2727272727272727,0
65,2,34.74,2,0,0,11.58,0.0,0
65,66,47.34,3,0,0,0.7065671641791045,0.0,0
49,7,50.83,1,5,1,6.35375,0.625,0
26,1,69.43,1,9,1,34.715,4.5,0
26,67,75.02,3,5,0,1.103235294117647,0.07352941176470588,1
32,14,90.5,4,4,1,6.033333333333333,0.26666666666666666,1
48,58,26.99,1,0,0,0.457457627118644,0.0,0
25,3,68.11,3,6,1,17.0275,1.5,0
41,11,98.22,1,0,1,8.185,0.0,1
24,8,94.8,3,8,1,10.533333333333333,0.8888888888888888,1
46,51,101.51,4,8,1,1.9521153846153847,0.15384615384615385,1
19,45,64.82,4,9,1,1.4091304347826086,0.1956521739130435,0
54,34,102.06,3,2,0,2.916,0.05714285714285714,1
20,18,44.08,3,1,0,2.32,0.05263157894736842,0
28,7,56.08,4,2,1,7.01,0.25,0
27,41,37.64,3,7,0,0.8961904761904762,0.16666666666666666,0
61,17,66.75,2,2,0,3.7083333333333335,0.1111111111111111,0
20,42,59.21,4,8,1,1.3769767441860465,0.18604651162790697,0
40,49,44.09,3,1,0,0.8818,0.02,0
48,61,95.18,4,0,0,1.5351612903225809,0.0,1
44,36,51.38,3,2,0,1.3886486486486487,0.05405405405405406,0
53,1,47.28,4,7,1,23.64,3.5,0
59,20,33.09,1,6,0,1.5757142857142858,0.2857142857142857,0
38,61,63.88,1,3,0,1.0303225806451612,0.04838709677419355,0
61,38,50.3,1,6,0,1.2897435897435896,0.15384615384615385,0
34,44,56.93,3,6,1,1.265111111111111,0.13333333333333333,0
69,33,43.6,3,5,0,1.2823529411764707,0.14705882352941177,0
44,12,96.32,1,5,1,7.409230769230769,0.38461538461538464,1
56,64,113.0,1,1,0,1.7384615384615385,0.015384615384615385,1
63,55,69.79,4,2,0,1.24625,0.03571428571428571,1
59,71,84.3,4,5,0,1.1708333333333334,0.06944444444444445,1
62,61,106.72,3,1,0,1.721290322580645,0.016129032258064516,1
45,21,119.88,2,4,1,5.449090909090909,0.18181818181818182,1
20,19,81.35,2,1,0,4.0675,0.05,1
43,18,108.98,1,7,1,5.7357894736842105,0.3684210526315789,1
27,66,110.86,1,1,0,1.6546268656716419,0.014925373134328358,1
64,40,99.15,4,0,0,2.4182926829268294,0.0,1
30,33,66.09,2,6,1,1.9438235294117647,0.17647058823529413,0
29,69,28.12,3,2,0,0.40171428571428575,0.02857142857142857,0
30,43,21.58,3,3,0,0.4904545454545454,0.06818181818181818,0
51,65,67.72,2,3,0,1.0260606060606061,0.045454545454545456,0
47,70,69.43,1,2,0,0.9778873239436621,0.028169014084507043,0
67,6,60.74,3,7,1,8.677142857142858,1.0,0
39,26,76.82,1,6,1,2.845185185185185,0.2222222222222222,1
32,53,75.22,2,2,0,1.392962962962963,0.037037037037037035,1
20,58,103.66,4,6,1,1.7569491525423728,0.1016949152542373,1
18,11,30.87,3,7,1,2.5725000000000002,0.5833333333333334,0
37,23,42.52,4,5,0,1.7716666666666667,0.20833333333333334,0
66,39,99.3,1,5,1,2.4825,0.125,1
45,57,104.78,1,9,1,1.806551724137931,0.15517241379310345,1
64,9,119.48,2,4,1,11.948,0.4,1
23,43,107.29,2,3,0,2.438409090909091,0.06818181818181818,1
22,22,108.99,1,5,1,4.738695652173913,0.21739130434782608,1
61,16,51.43,4,8,1,3.025294117647059,0.47058823529411764,0
23,37,60.17,1,7,1,1.583421052631579,0.18421052631578946,0
20,30,46.81,3,0,0,1.51,0.0,0
39,46,80.63,3,4,1,1.715531914893617,0.0851063829787234,1
66,23,113.88,3,7,1,4.745,0.2916666666666667,1
53,59,54.46,1,2,0,0.9076666666666667,0.03333333333333333,0
23,6,75.7,2,9,1,10.814285714285715,1.2857142857142858,1
61,62,49.63,3,8,1,0.7877777777777778,0.12698412698412698,0
61,3,36.98,2,8,1,9.245,2.0,0
59,53,39.52,3,0,0,0.7318518518518519,0.0,0
64,25,25.79,1,5,0,0.9919230769230769,0.19230769230769232,0
30,28,114.93,1,5,1,3.9631034482758625,0.1724137931034483,1
68,2,60.29,3,6,1,20.096666666666668,2.0,0
34,50,103.41,3,8,1,2.027647058823529,0.1568627450980392,1
59,12,88.13,1,3,1,6.779230769230769,0.23076923076923078,1
48,47,39.19,4,5,0,0.8164583333333333,0.10416666666666667,0
58,52,37.55,1,6,0,0.7084905660377357,0.11320754716981132,0
50,61,101.2,4,7,1,1.632258064516129,0.11290322580645161,1
51,51,46.47,3,7,0,0.8936538461538461,0.1346153846153846,0
50,22,111.33,4,3,1,4.840434782608695,0.13043478260869565,1
58,53,34.01,4,9,1,0.6298148148148148,0.16666666666666666,0
56,59,87.77,2,0,0,1.4628333333333332,0.0,1
24,23,101.45,4,4,1,4.227083333333334,0.16666666666666666,1
60,9,43.53,1,6,1,4.353,0.6,0
45,64,69.43,2,0,0,1.0681538461538462,0.0,0
34,11,116.45,1,4,1,9.704166666666667,0.3333333333333333,1
44,43,46.46,2,5,0,1.055909090909091,0.11363636363636363,0
68,17,63.0,4,6,1,3.5,0.3333333333333333,0
62,9,63.25,2,1,1,6.325,0.1,0
61,56,45.3,1,2,0,0.7947368421052631,0.03508771929824561,0
42,11,97.58,2,2,1,8.131666666666666,0.16666666666666666,1
58,48,97.18,4,6,1,1.9832653061224492,0.12244897959183673,1
38,50,57.83,3,3,0,1.1339215686274509,0.058823529411764705,0
53,5,103.51,3,5,1,17.25166666666667,0.8333333333333334,1
51,13,41.31,2,7,1,2.950714285714286,0.5,0
30,57,20.43,2,7,0,0.3522413793103448,0.1206896551724138,0
31,37,77.12,3,1,0,2.0294736842105263,0.02631578947368421,1
21,9,119.41,3,9,1,11.940999999999999,0.9,1
25,71,23.86,4,1,0,0.3313888888888889,0.013888888888888888,0
40,19,40.8,3,0,0,2.04,0.0,0
42,1,71.89,4,0,1,35.945,0.0,1
26,66,100.99,4,2,0,1.5073134328358209,0.029850746268656716,1
39,2,28.9,1,8,1,9.633333333333333,2.6666666666666665,0
49,40,59.52,2,2,0,1.451707317073171,0.04878048780487805,0
30,71,94.71,2,6,1,1.3154166666666667,0.08333333333333333,1
35,42,57.15,1,4,1,1.3290697674418603,0.09302325581395349,0
37,42,38.88,1,0,0,0.9041860465116279,0.0,0
44,28,39.55,4,4,0,1.3637931034482758,0.13793103448275862,0
37,10,61.0,2,0,0,5.545454545454546,0.0,0
56,41,67.94,1,4,0,1.6176190476190475,0.09523809523809523,0
35,64,106.18,2,5,1,1.6335384615384616,0.07692307692307693,1
40,7,84.23,2,5,1,10.52875,0.625,1
37,63,89.04,1,2,0,1.39125,0.03125,1
27,30,118.3,1,7,1,3.8161290322580643,0.22580645161290322,1
53,39,61.18,4,5,0,1.5295,0.125,0
30,12,60.34,4,2,0,4.641538461538461,0.15384615384615385,0
33,45,112.33,2,4,1,2.4419565217391304,0.08695652173913043,1
59,13,44.59,3,1,0,3.185,0.07142857142857142,0
67,20,92.98,4,9,1,4.427619047619048,0.42857142857142855,1
52,52,95.46,4,7,1,1.801132075471698,0.1320754716981132,1
65,4,29.78,1,2,0,5.956,0.4,0
62,32,66.82,4,6,1,2.0248484848484845,0.18181818181818182,0
43,43,40.06,1,6,0,0.9104545454545455,0.13636363636363635,0
58,10,38.54,1,6,1,3.5036363636363634,0.5454545454545454,0
35,21,66.38,2,0,1,3.017272727272727,0.0,0
41,25,48.94,3,8,1,1.8823076923076922,0.3076923076923077,0
45,48,99.61,1,9,1,2.032857142857143,0.1836734693877551,1
67,70,110.76,2,9,1,1.56,0.1267605633802817,1
62,60,100.27,2,9,1,1.6437704918032787,0.14754098360655737,1
43,14,46.6,2,9,1,3.106666666666667,0.6,0
51,2,47.41,4,7,1,15.803333333333333,2.3333333333333335,0
28,4,45.47,2,0,0,9.094,0.0,0
59,43,33.5,1,4,0,0.7613636363636364,0.09090909090909091,0
46,12,114.38,1,2,1,8.798461538461538,0.15384615384615385,1
45,17,60.2,1,2,1,3.3444444444444446,0.1111111111111111,0
57,61,42.47,1,8,1,0.6849999999999999,0.12903225806451613,0
50,63,104.67,3,8,1,1.63546875,0.125,1
21,60,59.92,2,5,0,0.9822950819672132,0.08196721311475409,0
32,19,23.51,2,7,0,1.1755,0.35,0
27,44,36.19,4,1,0,0.8042222222222222,0.022222222222222223,0
56,44,83.93,3,2,1,1.8651111111111112,0.044444444444444446,1
19,14,98.29,1,8,1,6.552666666666667,0.5333333333333333,1
28,40,41.09,2,4,0,1.0021951219512195,0.0975609756097561,0
49,38,111.74,2,5,1,2.865128205128205,0.1282051282051282,1
54,29,105.1,4,4,1,3.503333333333333,0.13333333333333333,1
44,54,104.84,2,2,1,1.9061818181818182,0.03636363636363636,1
62,49,42.77,1,8,0,0.8554,0.16,0
65,38,25.05,3,7,1,0.6423076923076924,0.1794871794871795,0
24,52,106.74,2,6,1,2.013962264150943,0.11320754716981132,1
67,55,50.58,1,3,0,0.9032142857142856,0.05357142857142857,0
49,41,81.89,3,6,1,1.9497619047619048,0.14285714285714285,1
51,20,96.0,1,9,1,4.571428571428571,0.42857142857142855,1
22,54,32.83,4,6,0,0.5969090909090908,0.10909090909090909,0
50,51,98.08,4,4,1,1.886153846153846,0.07692307692307693,1
55,70,113.85,2,2,0,1.6035211267605634,0.028169014084507043,1
48,11,92.84,3,5,1,7.736666666666667,0.4166666666666667,1
22,30,64.12,3,3,0,2.0683870967741935,0.0967741935483871,0
45,66,107.67,3,6,0,1.6070149253731343,0.08955223880597014,1
66,37,72.75,1,0,0,1.9144736842105263,0.0,1
55,67,94.48,2,1,0,1.3894117647058823,0.014705882352941176,1
25,1,102.05,1,7,1,51.025,3.5,1
67,3,94.94,3,3,1,23.735,0.75,1
67,57,48.79,1,4,0,0.8412068965517241,0.06896551724137931,0
26,26,31.78,3,5,1,1.177037037037037,0.18518518518518517,0
59,37,43.83,3,4,0,1.153421052631579,0.10526315789473684,0
39,31,70.29,4,7,1,2.1965625,0.21875,1
48,29,70.53,2,2,0,2.351,0.06666666666666667,1
41,67,78.26,1,7,1,1.1508823529411765,0.10294117647058823,1
58,7,59.51,3,2,1,7.43875,0.25,0
69,55,98.69,1,3,0,1.7623214285714286,0.05357142857142857,1
59,64,111.32,1,5,0,1.7126153846153844,0.07692307692307693,1
66,47,44.67,4,8,1,0.930625,0.16666666666666666,0
67,29,93.65,4,2,1,3.121666666666667,0.06666666666666667,1
22,12,87.8,3,5,1,6.753846153846154,0.38461538461538464,1
31,49,72.31,4,0,0,1.4462000000000002,0.0,1
55,34,38.85,1,0,0,1.11,0.0,0
48,11,99.52,1,7,1,8.293333333333333,0.5833333333333334,1
20,26,69.43,2,7,1,2.5714814814814817,0.25925925925925924,0
22,69,92.18,1,3,0,1.316857142857143,0.04285714285714286,1
45,19,111.79,4,6,1,5.5895,0.3,1
50,13,118.42,1,3,1,8.458571428571428,0.21428571428571427,1
26,49,55.21,3,2,0,1.1042,0.04,0
26,15,83.82,4,4,1,5.23875,0.25,1
24,66,67.39,3,3,0,1.005820895522388,0.04477611940298507,0
47,61,118.66,1,8,1,1.9138709677419354,0.12903225806451613,1
18,70,29.38,2,4,0,0.4138028169014084,0.056338028169014086,0
47,65,61.24,3,3,0,0.9278787878787879,0.045454545454545456,0
42,18,107.55,4,5,1,5.660526315789474,0.2631578947368421,1
42,16,48.41,2,7,1,2.8476470588235294,0.4117647058823529,0
53,25,98.78,2,2,1,3.7992307692307694,0.07692307692307693,1
45,34,58.28,4,9,1,1.6651428571428573,0.2571428571428571,0
55,63,118.0,4,4,1,1.84375,0.0625,1
57,53,108.35,2,6,1,2.0064814814814813,0.1111111111111111,1
65,46,50.13,1,9,1,1.0665957446808512,0.19148936170212766,0
59,63,97.02,3,4,0,1.5159375,0.0625,1
44,46,53.69,4,1,0,1.142340425531915,0.02127659574468085,0
43,27,80.64,4,7,1,2.88,0.25,1
30,30,85.85,2,0,0,2.769354838709677,0.0,1
49,37,102.96,1,4,1,2.709473684210526,0.10526315789473684,1
25,7,22.45,3,9,1,2.80625,1.125,0
66,53,42.02,4,4,0,0.7781481481481483,0.07407407407407407,0
61,47,91.19,4,6,1,1.8997916666666665,0.125,1
24,52,76.35,1,5,1,1.440566037735849,0.09433962264150944,1
58,38,69.56,2,2,0,1.7835897435897436,0.05128205128205128,1
24,56,25.52,2,3,0,0.447719298245614,0.05263157894736842,0
55,68,54.83,1,5,0,0.7946376811594202,0.07246376811594203,0
22,41,106.51,4,1,0,2.535952380952381,0.023809523809523808,1
43,32,23.09,1,4,0,0.6996969696969697,0.12121212121212122,0
52,8,59.64,3,4,1,6.626666666666667,0.4444444444444444,0
55,56,114.51,4,8,1,2.008947368421053,0.14035087719298245,1
39,65,25.09,3,1,0,0.38015151515151513,0.015151515151515152,0
65,50,94.97,4,8,1,1.862156862745098,0.1568627450980392,1
58,62,45.76,2,4,0,0.7263492063492063,0.06349206349206349,0
28,62,106.66,4,6,1,1.6930158730158729,0.09523809523809523,1
52,57,94.61,2,5,1,1.6312068965517241,0.08620689655172414,1
55,36,108.57,1,2,1,2.934324324324324,0.05405405405405406,1
35,8,41.59,2,9,1,4.621111111111111,1.0,0
56,1,73.13,2,2,0,36.565,1.0,1
64,15,97.93,3,0,1,6.120625,0.0,1
60,31,44.57,2,7,0,1.3928125,0.21875,0
57,53,43.07,2,6,0,0.7975925925925926,0.1111111111111111,0
50,33,22.72,2,8,1,0.668235294117647,0.23529411764705882,0
32,2,115.85,2,4,1,38.61666666666667,1.3333333333333333,1
59,15,91.0,3,0,0,5.6875,0.0,1
36,70,83.56,2,0,0,1.1769014084507043,0.0,1
45,71,94.4,4,4,0,1.3111111111111111,0.05555555555555555,1
34,27,73.16,2,2,0,2.6128571428571425,0.07142857142857142,1
34,58,67.61,4,9,1,1.1459322033898305,0.15254237288135594,0
26,52,64.95,2,1,0,1.2254716981132077,0.018867924528301886,0
67,67,84.04,1,8,1,1.2358823529411767,0.11764705882352941,1
25,64,40.15,1,2,0,0.6176923076923077,0.03076923076923077,0
22,45,108.81,4,1,0,2.3654347826086957,0.021739130434782608,1
66,29,101.18,4,2,1,3.372666666666667,0.06666666666666667,1
46,45,54.96,1,1,0,1.1947826086956521,0.021739130434782608,0
40,23,77.86,3,4,1,3.2441666666666666,0.16666666666666666,1
56,25,34.1,3,3,0,1.3115384615384615,0.11538461538461539,0
37,44,117.23,1,5,1,2.6051111111111114,0.1111111111111111,1
24,41,110.29,2,5,1,2.625952380952381,0.11904761904761904,1
55,42,112.19,3,0,1,2.6090697674418606,0.0,1
27,28,53.22,4,1,0,1.8351724137931034,0.034482758620689655,0
46,30,36.91,4,1,0,1.1906451612903224,0.03225806451612903,0
67,1,41.18,1,1,1,20.59,0.5,0
66,43,29.0,1,0,0,0.6590909090909091,0.0,0
36,41,32.01,2,3,0,0.7621428571428571,0.07142857142857142,0
58,67,27.13,1,5,0,0.3989705882352941,0.07352941176470588,0
49,36,118.98,3,3,1,3.215675675675676,0.08108108108108109,1
42,34,27.41,1,3,0,0.7831428571428571,0.08571428571428572,0
25,5,33.25,1,4,0,5.541666666666667,0.6666666666666666,0
37,14,102.73,1,5,1,6.848666666666667,0.3333333333333333,1
51,25,78.02,2,3,1,3.0007692307692304,0.11538461538461539,1
69,27,97.44,4,2,1,3.48,0.07142857142857142,1
18,26,83.09,1,4,0,3.0774074074074074,0.14814814814814814,1
55,28,108.22,4,0,0,3.7317241379310344,0.0,1
62,55,83.85,2,4,0,1.4973214285714285,0.07142857142857142,1
67,10,72.21,1,9,1,6.564545454545454,0.8181818181818182,1
40,24,91.27,2,3,1,3.6508,0.12,1
24,12,64.74,3,1,0,4.9799999999999995,0.07692307692307693,0
32,22,54.61,1,7,1,2.3743478260869564,0.30434782608695654,0
62,49,66.77,1,1,0,1.3354,0.02,0
63,4,36.97,4,1,0,7.394,0.2,0
51,25,99.66,3,1,1,3.833076923076923,0.038461538461538464,1
24,2,46.07,2,8,1,15.356666666666667,2.6666666666666665,0
24,68,35.35,4,9,0,0.5123188405797101,0.13043478260869565,0
42,52,44.64,4,5,1,0.8422641509433962,0.09433962264150944,0
48,18,104.21,2,6,1,5.484736842105263,0.3157894736842105,1
19,15,53.02,3,6,1,3.31375,0.375,0
53,8,88.6,1,6,1,9.844444444444443,0.6666666666666666,1
46,34,105.64,2,5,1,3.0182857142857142,0.14285714285714285,1
18,54,27.77,3,9,1,0.5049090909090909,0.16363636363636364,0
22,42,96.5,1,7,1,2.244186046511628,0.16279069767441862,1
41,63,50.77,4,0,0,0.79328125,0.0,0
55,25,69.43,4,3,0,2.6703846153846156,0.11538461538461539,0
60,20,88.89,2,9,1,4.232857142857143,0.42857142857142855,1
40,34,110.98,2,4,1,3.170857142857143,0.11428571428571428,1
33,15,49.5,1,2,0,3.09375,0.125,0
68,70,76.88,3,8,0,1.0828169014084505,0.11267605633802817,1
41,14,48.98,1,6,1,3.265333333333333,0.4,0
34,34,75.43,2,5,1,2.1551428571428572,0.14285714285714285,1
41,38,82.19,3,4,1,2.1074358974358973,0.10256410256410256,1
18,5,69.43,3,1,0,11.571666666666667,0.16666666666666666,0
33,34,82.35,3,3,0,2.3528571428571428,0.08571428571428572,1
44,33,33.51,1,4,0,0.9855882352941175,0.11764705882352941,0
65,19,89.35,4,9,1,4.467499999999999,0.45,1
56,10,69.43,3,3,1,6.311818181818182,0.2727272727272727,0
58,4,88.26,4,1,1,17.652,0.2,1
46,1,27.41,2,4,0,13.705,2.0,0
23,35,64.68,4,9,1,1.7966666666666669,0.25,0
38,7,60.9,2,4,1,7.6125,0.5,0
69,69,28.67,4,3,0,0.4095714285714286,0.04285714285714286,0
20,18,42.24,1,6,1,2.223157894736842,0.3157894736842105,0
63,47,64.1,1,6,1,1.3354166666666665,0.125,0
53,48,94.29,3,2,0,1.9242857142857144,0.04081632653061224,1
32,36,43.71,3,9,1,1.1813513513513514,0.24324324324324326,0
58,63,102.97,3,5,1,1.60890625,0.078125,1
61,8,74.58,2,0,0,8.286666666666667,0.0,1
20,17,96.04,4,4,1,5.335555555555556,0.2222222222222222,1
23,18,67.26,2,9,1,3.5400000000000005,0.47368421052631576,0
52,10,69.92,3,3,1,6.356363636363636,0.2727272727272727,1
69,21,81.97,4,5,1,3.725909090909091,0.22727272727272727,1
19,23,112.8,3,6,1,4.7,0.25,1
52,55,69.18,3,7,0,1.235357142857143,0.125,0
25,22,72.87,4,8,1,3.1682608695652177,0.34782608695652173,1
51,63,80.2,4,1,0,1.253125,0.015625,1
50,55,93.75,2,5,1,1.6741071428571428,0.08928571428571429,1
22,65,27.19,2,5,0,0.411969696969697,0.07575757575757576,0
53,8,71.57,1,1,0,7.952222222222222,0.1111111111111111,1
64,70,68.16,3,6,0,0.96,0.08450704225352113,0
62,44,112.17,4,1,1,2.4926666666666666,0.022222222222222223,1
19,70,69.35,2,4,0,0.9767605633802816,0.056338028169014086,0
30,26,66.83,2,3,1,2.475185185185185,0.1111111111111111,0
30,68,116.22,1,1,0,1.6843478260869564,0.014492753623188406,1
41,42,65.06,2,8,1,1.5130232558139536,0.18604651162790697,0
25,6,38.09,1,2,0,5.441428571428572,0.2857142857142857,0
62,30,41.69,4,2,0,1.3448387096774193,0.06451612903225806,0
58,10,29.52,3,8,1,2.6836363636363636,0.7272727272727273,0
60,67,20.06,1,8,0,0.295,0.11764705882352941,0
28,22,63.19,1,0,0,2.747391304347826,0.0,0
18,16,96.92,4,2,0,5.701176470588235,0.11764705882352941,1
65,40,93.35,4,7,1,2.276829268292683,0.17073170731707318,1
33,31,23.21,4,7,1,0.7253125,0.21875,0
52,7,77.0,1,9,1,9.625,1.125,1
65,58,35.43,1,5,0,0.6005084745762712,0.0847457627118644,0
19,61,114.11,1,0,0,1.840483870967742,0.0,1
18,53,36.74,4,8,0,0.6803703703703704,0.14814814814814814,0
18,44,82.66,4,1,0,1.8368888888888888,0.022222222222222223,1
26,29,52.62,4,1,0,1.754,0.03333333333333333,0
20,39,84.16,1,6,1,2.104,0.15,1
60,37,61.23,1,6,0,1.611315789473684,0.15789473684210525,0
49,12,95.96,4,0,1,7.381538461538461,0.0,1
68,6,43.07,4,1,0,6.152857142857143,0.14285714285714285,0
59,18,110.58,3,5,1,5.82,0.2631578947368421,1
68,33,70.02,1,2,1,2.059411764705882,0.058823529411764705,1
30,12,95.61,1,6,1,7.354615384615385,0.46153846153846156,1
32,8,104.97,1,4,1,11.663333333333334,0.4444444444444444,1
62,61,119.88,3,5,1,1.933548387096774,0.08064516129032258,1
30,27,42.39,4,4,0,1.5139285714285715,0.14285714285714285,0
20,42,48.69,3,3,0,1.1323255813953488,0.06976744186046512,0
52,38,45.04,2,3,0,1.1548717948717948,0.07692307692307693,0
59,53,46.29,4,6,0,0.8572222222222222,0.1111111111111111,0
68,53,78.24,1,5,0,1.448888888888889,0.09259259259259259,1
66,22,69.43,4,5,1,3.0186956521739132,0.21739130434782608,0
24,61,119.03,4,5,1,1.9198387096774194,0.08064516129032258,1
58,27,72.68,3,2,1,2.595714285714286,0.07142857142857142,1
61,60,83.9,4,9,1,1.3754098360655738,0.14754098360655737,1
54,29,106.0,3,5,1,3.533333333333333,0.16666666666666666,1
60,8,113.29,2,7,1,12.587777777777779,0.7777777777777778,1
61,54,40.39,2,8,0,0.7343636363636363,0.14545454545454545,0
41,3,72.85,4,9,1,18.2125,2.25,1
20,55,103.28,3,6,1,1.8442857142857143,0.10714285714285714,1
41,4,50.32,1,7,1,10.064,1.4,0
28,15,63.98,4,4,0,3.99875,0.25,0
23,43,118.56,1,7,1,2.694545454545455,0.1590909090909091,1
24,67,118.5,3,3,1,1.7426470588235294,0.04411764705882353,1
54,30,110.61,1,7,1,3.568064516129032,0.22580645161290322,1
44,9,99.84,3,0,1,9.984,0.0,1
46,17,69.43,2,9,1,3.8572222222222226,0.5,0
56,64,52.09,2,2,0,0.8013846153846155,0.03076923076923077,0
46,52,69.43,3,6,0,1.31,0.11320754716981132,0
50,8,76.08,4,0,0,8.453333333333333,0.0,1
22,28,70.55,2,1,0,2.432758620689655,0.034482758620689655,1
62,19,83.67,4,9,1,4.1835,0.45,1
41,13,60.83,2,8,1,4.345,0.5714285714285714,0
